name,subset,value,percent,range_0,range_100,r_squared,p_value,stderr,note
Prevalence Correlation b/t SGS and HIVDB,"Gene=IN, Category=Non-SubtypeBC",,,,,0.8014164314381115,2.3662453888141492e-45,0.025992988344720018,
# Mutations per Sample,"Gene=PR, Category=Naive",8.217821782178218,,,,,,,
# Mutations per Sample,"Gene=PR, Category=Naive, IsUnusual",0.3316831683168317,4.036%,,,,,,
# Mutations per Sample,"Gene=PR, Category=Naive, NumSequences>1",7.96039603960396,96.867%,,,,,,
# Mutations,"Gene=PR, Category=Naive, NumSequences=1, IsUnusual",52,38.806%,,,,,,
# Mutations,"Gene=PR, Category=Naive, NumSequences>1, IsUnusual",82,61.194%,,,,0.011377477225264991,,
# Mutations per Sample,"Gene=PR, Category=Naive, NumSequences=1, IsUnusual",0.12871287128712872,1.566%,,,,,,
# Mutations per Sample,"Gene=PR, Category=Naive, NumSequences>1, IsUnusual",0.20297029702970298,2.470%,,,,,,
# Uniq. Mutations,"Gene=PR, Category=Naive",309,,,,,,,
# Uniq. Mutations,"Gene=PR, Category=Naive, IsUnusual",82,26.537%,,,,,,
# Uniq. Mutations,"Gene=PR, Category=Naive, IsAPOBEC",18,,,,,,,
# Uniq. Mutations,"Gene=PR, Category=Naive, NumSequences>1",205,66.343%,,,,,,
# Uniq. Mutations,"Gene=PR, Category=Naive, NumSequences>1, IsUnusual",30,14.634%,,,,,,
# Uniq. Mutations,"Gene=PR, Category=Naive, NumSequences>1, IsAPOBEC",10,,,,,,,
Prevalence Correlation b/t SGS and HIVDB,"Gene=PR, Category=Naive",,,,,0.8538391224241092,3.116514946332806e-130,0.020758336998795427,
# Mutations per Sample,"Gene=RT, Category=Naive",12.2004662004662,,,,,,,
# Mutations per Sample,"Gene=RT, Category=Naive, IsUnusual",0.9370629370629371,7.681%,,,,,,
# Mutations per Sample,"Gene=RT, Category=Naive, NumSequences>1",11.606060606060606,95.128%,,,,,,
# Mutations,"Gene=RT, Category=Naive, NumSequences=1, IsUnusual",143,35.572%,,,,,,
# Mutations,"Gene=RT, Category=Naive, NumSequences>1, IsUnusual",259,64.428%,,,,4.94273459061056e-09,,
# Mutations per Sample,"Gene=RT, Category=Naive, NumSequences=1, IsUnusual",0.3333333333333333,2.732%,,,,,,
# Mutations per Sample,"Gene=RT, Category=Naive, NumSequences>1, IsUnusual",0.6037296037296037,4.948%,,,,,,
# Uniq. Mutations,"Gene=RT, Category=Naive",761,,,,,,,
# Uniq. Mutations,"Gene=RT, Category=Naive, IsUnusual",253,33.246%,,,,,,
# Uniq. Mutations,"Gene=RT, Category=Naive, IsAPOBEC",39,,,,,,,
# Uniq. Mutations,"Gene=RT, Category=Naive, NumSequences>1",506,66.491%,,,,,,
# Uniq. Mutations,"Gene=RT, Category=Naive, NumSequences>1, IsUnusual",110,21.739%,,,,,,
# Uniq. Mutations,"Gene=RT, Category=Naive, NumSequences>1, IsAPOBEC",31,,,,,,,
Prevalence Correlation b/t SGS and HIVDB,"Gene=RT, Category=Naive",,,,,0.6924342496267424,1.635664121199658e-196,0.023662658333890647,
# Mutations per Sample,"Gene=IN, Category=Naive",16.707509881422926,,,,,,,
# Mutations per Sample,"Gene=IN, Category=Naive, IsUnusual",1.7786561264822134,10.646%,,,,,,
# Mutations per Sample,"Gene=IN, Category=Naive, NumSequences>1",15.735177865612648,94.180%,,,,,,
# Mutations,"Gene=IN, Category=Naive, NumSequences=1, IsUnusual",183,40.667%,,,,,,
# Mutations,"Gene=IN, Category=Naive, NumSequences>1, IsUnusual",267,59.333%,,,,5.7916660098122815e-05,,
# Mutations per Sample,"Gene=IN, Category=Naive, NumSequences=1, IsUnusual",0.7233201581027668,4.329%,,,,,,
# Mutations per Sample,"Gene=IN, Category=Naive, NumSequences>1, IsUnusual",1.0553359683794465,6.317%,,,,,,
# Uniq. Mutations,"Gene=IN, Category=Naive",605,,,,,,,
# Uniq. Mutations,"Gene=IN, Category=Naive, IsUnusual",286,47.273%,,,,,,
# Uniq. Mutations,"Gene=IN, Category=Naive, IsAPOBEC",45,,,,,,,
# Uniq. Mutations,"Gene=IN, Category=Naive, NumSequences>1",359,59.339%,,,,,,
# Uniq. Mutations,"Gene=IN, Category=Naive, NumSequences>1, IsUnusual",103,28.691%,,,,,,
# Uniq. Mutations,"Gene=IN, Category=Naive, NumSequences>1, IsAPOBEC",23,,,,,,,
Prevalence Correlation b/t SGS and HIVDB,"Gene=IN, Category=Naive",,,,,0.7335189955853404,2.612231373956587e-175,0.012347122593454822,
# Mutations per Sample,"Gene=PR, Category=ART",0.8935643564356436,,,,,,,
# Mutations per Sample,"Gene=PR, Category=ART, IsUnusual",0.022277227722772276,2.493%,,,,,,
# Mutations per Sample,"Gene=PR, Category=ART, NumSequences>1",0.8044554455445545,90.028%,,,,,,
# Mutations,"Gene=PR, Category=ART, NumSequences=1, IsUnusual",9,100.000%,,,,,,
# Mutations,"Gene=PR, Category=ART, NumSequences>1, IsUnusual",0,0.000%,,,,0.007286813781001829,,
# Mutations per Sample,"Gene=PR, Category=ART, NumSequences=1, IsUnusual",0.022277227722772276,2.493%,,,,,,
# Mutations per Sample,"Gene=PR, Category=ART, NumSequences>1, IsUnusual",0.0,0.000%,,,,,,
# Uniq. Mutations,"Gene=PR, Category=ART",90,,,,,,,
# Uniq. Mutations,"Gene=PR, Category=ART, IsUnusual",9,10.000%,,,,,,
# Uniq. Mutations,"Gene=PR, Category=ART, IsAPOBEC",3,,,,,,,
# Uniq. Mutations,"Gene=PR, Category=ART, NumSequences>1",54,60.000%,,,,,,
# Uniq. Mutations,"Gene=PR, Category=ART, NumSequences>1, IsUnusual",0,0.000%,,,,,,
# Uniq. Mutations,"Gene=PR, Category=ART, NumSequences>1, IsAPOBEC",0,,,,,,,
Prevalence Correlation b/t SGS and HIVDB,"Gene=PR, Category=ART",,,,,0.6641784528852317,1.4577793197411133e-22,0.06278676992948694,
# Mutations per Sample,"Gene=RT, Category=ART",1.6037296037296038,,,,,,,
# Mutations per Sample,"Gene=RT, Category=ART, IsUnusual",0.07692307692307693,4.797%,,,,,,
# Mutations per Sample,"Gene=RT, Category=ART, NumSequences>1",1.3776223776223777,85.901%,,,,,,
# Mutations,"Gene=RT, Category=ART, NumSequences=1, IsUnusual",30,90.909%,,,,,,
# Mutations,"Gene=RT, Category=ART, NumSequences>1, IsUnusual",3,9.091%,,,,4.621210488689756e-06,,
# Mutations per Sample,"Gene=RT, Category=ART, NumSequences=1, IsUnusual",0.06993006993006994,4.360%,,,,,,
# Mutations per Sample,"Gene=RT, Category=ART, NumSequences>1, IsUnusual",0.006993006993006993,0.436%,,,,,,
# Uniq. Mutations,"Gene=RT, Category=ART",241,,,,,,,
# Uniq. Mutations,"Gene=RT, Category=ART, IsUnusual",32,13.278%,,,,,,
# Uniq. Mutations,"Gene=RT, Category=ART, IsAPOBEC",12,,,,,,,
# Uniq. Mutations,"Gene=RT, Category=ART, NumSequences>1",144,59.751%,,,,,,
# Uniq. Mutations,"Gene=RT, Category=ART, NumSequences>1, IsUnusual",2,1.389%,,,,,,
# Uniq. Mutations,"Gene=RT, Category=ART, NumSequences>1, IsAPOBEC",2,,,,,,,
Prevalence Correlation b/t SGS and HIVDB,"Gene=RT, Category=ART",,,,,0.6873501137969321,2.83364727649064e-62,0.032599011139359285,
# Mutations per Sample,"Gene=IN, Category=ART",0.3675889328063241,,,,,,,
# Mutations per Sample,"Gene=IN, Category=ART, IsUnusual",0.023715415019762844,6.452%,,,,,,
# Mutations per Sample,"Gene=IN, Category=ART, NumSequences>1",0.31620553359683795,86.022%,,,,,,
# Mutations,"Gene=IN, Category=ART, NumSequences=1, IsUnusual",5,83.333%,,,,,,
# Mutations,"Gene=IN, Category=ART, NumSequences>1, IsUnusual",1,16.667%,,,,0.2131354408739648,,
# Mutations per Sample,"Gene=IN, Category=ART, NumSequences=1, IsUnusual",0.019762845849802372,5.376%,,,,,,
# Mutations per Sample,"Gene=IN, Category=ART, NumSequences>1, IsUnusual",0.003952569169960474,1.075%,,,,,,
# Uniq. Mutations,"Gene=IN, Category=ART",49,,,,,,,
# Uniq. Mutations,"Gene=IN, Category=ART, IsUnusual",6,12.245%,,,,,,
# Uniq. Mutations,"Gene=IN, Category=ART, IsAPOBEC",2,,,,,,,
# Uniq. Mutations,"Gene=IN, Category=ART, NumSequences>1",36,73.469%,,,,,,
# Uniq. Mutations,"Gene=IN, Category=ART, NumSequences>1, IsUnusual",1,2.778%,,,,,,
# Uniq. Mutations,"Gene=IN, Category=ART, NumSequences>1, IsAPOBEC",0,,,,,,,
Prevalence Correlation b/t SGS and HIVDB,"Gene=IN, Category=ART",,,,,0.38975692382474536,1.638902131864735e-06,0.04888149080255443,
